PLAYER,PASSING_ATT,PASSING_ATT_HIGH,PASSING_ATT_LOW,PASSING_CMP,PASSING_CMP_HIGH,PASSING_CMP_LOW,PASSING_YDS,PASSING_YDS_HIGH,PASSING_YDS_LOW,PASSING_TDS,PASSING_TDS_HIGH,PASSING_TDS_LOW,PASSING_INTS,RUSHING_ATT,RUSHING_ATT_HIGH,RUSHING_ATT_LOW,RUSHING_YDS,RUSHING_YDS_HIGH,RUSHING_YDS_LOW,RUSHING_TDS,RUSHING_TDS_HIGH,RUSHING_TDS_LOW,MISC_FL,MISC_FPTS,MISC_FPTS_HIGH,MISC_FPTS_LOW,POSITION,SCRAPE_DATE,DATA_TYPE,RECEIVING_REC,RECEIVING_REC_HIGH,RECEIVING_REC_LOW,RECEIVING_YDS,RECEIVING_YDS_HIGH,RECEIVING_YDS_LOW,RECEIVING_TDS,RECEIVING_TDS_HIGH,RECEIVING_TDS_LOW,MISC_FL_HIGH,MISC_FL_LOW,FG,FG_HIGH,FG_LOW,FGA,FGA_HIGH,FGA_LOW,XPT,XPT_HIGH,XPT_LOW,FPTS,FPTS_HIGH,FPTS_LOW,FPTS_ENVELOPE_WIDTH,SACK,SACK_HIGH,SACK_LOW,INT,INT_HIGH,INT_LOW,FR,FR_HIGH,FR_LOW,FF,FF_HIGH,FF_LOW,TD,TD_HIGH,TD_LOW,SAFETY,SAFETY_HIGH,SAFETY_LOW,PA,PA_HIGH,PA_LOW,YDS_AGN
Tyler Allgeier ATL,,,,,,,,,,,,,,119.8,134.0,102.2,549.3,591.0,448.9,3.3,4.0,2.7,,84.3,114.8,69.0,RB,2025-08-22 10:37:50,ENVELOPE,12.6,16.0,8.3,92.3,117.0,65.1,0.3,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaydon Blue DAL,,,,,,,,,,,,,,108.6,129.0,93.1,475.2,541.0,394.3,2.9,4.0,2.1,,84.0,122.3,63.3,RB,2025-08-22 10:37:50,ENVELOPE,20.4,26.0,8.8,158.5,220.0,61.4,0.8,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Sampson CLE,,,,,,,,,,,,,,119.0,160.5,64.5,474.7,674.3,275.4,2.4,3.1,1.4,,83.5,136.3,46.8,RB,2025-08-22 10:37:50,ENVELOPE,22.8,35.1,13.3,178.3,274.0,92.2,0.9,1.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Davis BUF,,,,,,,,,,,,,,109.2,146.0,76.2,467.4,583.0,318.3,3.5,5.0,2.2,,82.6,119.1,58.0,RB,2025-08-22 10:37:50,ENVELOPE,12.4,21.0,8.0,105.6,177.0,57.2,1.0,2.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Guerendo SF,,,,,,,,,,,,,,106.3,113.0,96.8,467.0,539.0,415.0,3.8,5.0,2.8,,78.8,86.5,60.4,RB,2025-08-22 10:37:50,ENVELOPE,10.6,22.0,2.0,92.8,217.0,16.5,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braelon Allen NYJ,,,,,,,,,,,,,,111.5,137.0,89.9,425.5,530.0,328.0,3.0,4.0,2.1,,76.5,87.8,70.3,RB,2025-08-22 10:37:50,ENVELOPE,16.4,20.0,13.3,122.1,158.0,94.8,0.8,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Dowdle CAR,,,,,,,,,,,,,,92.9,116.0,74.8,409.3,486.0,338.3,2.4,3.0,1.6,,74.2,107.1,62.3,RB,2025-08-22 10:37:50,ENVELOPE,21.0,28.0,15.7,143.5,198.0,111.0,1.1,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhayshul Tuten JAC,,,,,,,,,,,,,,89.2,129.0,52.5,389.2,535.0,226.5,2.7,5.0,1.1,,72.2,105.9,41.7,RB,2025-08-22 10:37:50,ENVELOPE,17.3,22.0,13.1,136.9,216.0,91.5,0.8,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roschon Johnson CHI,,,,,,,,,,,,,,86.2,98.0,73.7,316.8,359.7,280.0,4.5,8.0,2.8,,71.5,91.2,63.8,RB,2025-08-22 10:37:50,ENVELOPE,15.8,23.0,8.4,105.2,162.0,56.3,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarShawn Lloyd GB,,,,,,,,,,,,,,105.6,138.0,62.1,381.3,627.0,145.0,2.9,5.0,1.0,,69.2,96.7,32.7,RB,2025-08-22 10:37:50,ENVELOPE,13.5,20.0,7.0,108.4,142.5,52.0,0.7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Hunt KC,,,,,,,,,,,,,,81.2,95.0,65.7,310.5,330.0,262.0,3.3,4.0,3.0,,68.7,90.7,53.0,RB,2025-08-22 10:37:50,ENVELOPE,19.4,24.0,13.6,134.3,172.7,88.5,0.8,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Sanders DAL,,,,,,,,,,,,,,93.4,105.0,79.8,403.1,419.2,374.4,2.3,3.0,1.7,,64.4,89.0,51.8,RB,2025-08-22 10:37:50,ENVELOPE,12.0,18.0,4.1,77.2,121.0,22.4,0.6,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendre Miller NO,,,,,,,,,,,,,,91.8,138.0,62.4,356.0,592.0,248.0,3.4,8.0,1.7,,63.2,100.0,48.7,RB,2025-08-22 10:37:50,ENVELOPE,9.7,10.5,8.2,72.5,85.0,57.8,0.2,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woody Marks HOU,,,,,,,,,,,,,,73.8,98.9,48.8,271.4,416.5,185.0,1.8,3.1,1.0,,61.7,107.4,50.2,RB,2025-08-22 10:37:50,ENVELOPE,23.9,32.6,17.0,173.6,235.1,123.0,1.1,1.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raheem Mostert LV,,,,,,,,,,,,,,77.2,129.0,47.5,289.8,454.0,204.7,2.6,5.0,1.4,,59.4,80.0,36.9,RB,2025-08-22 10:37:50,ENVELOPE,17.6,27.0,9.0,129.3,199.0,62.0,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justice Hill BAL,,,,,,,,,,,,,,41.8,44.1,40.0,184.9,199.0,165.0,1.1,1.5,1.0,,56.6,86.9,40.6,RB,2025-08-22 10:37:50,ENVELOPE,27.3,38.4,8.0,222.0,316.2,60.6,1.7,2.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Corum LAR,,,,,,,,,,,,,,84.2,104.0,58.1,312.5,397.0,228.0,2.1,2.7,1.8,,54.0,93.0,43.6,RB,2025-08-22 10:37:50,ENVELOPE,12.0,27.1,4.0,87.4,199.8,33.0,0.3,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Johnson BUF,,,,,,,,,,,,,,44.9,73.0,27.9,205.3,363.0,120.6,0.9,1.0,0.7,,51.3,69.0,40.3,RB,2025-08-22 10:37:50,ENVELOPE,15.2,18.0,13.0,165.4,244.0,128.0,1.4,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keaton Mitchell BAL,,,,,,,,,,,,,,66.0,93.0,36.2,299.8,545.0,164.7,1.5,2.0,1.0,,49.9,64.0,25.6,RB,2025-08-22 10:37:50,ENVELOPE,8.6,13.5,1.8,82.3,134.0,13.3,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ollie Gordon II MIA,,,,,,,,,,,,,,66.9,137.0,23.4,279.8,608.0,98.9,2.2,4.0,0.5,,47.9,83.0,24.8,RB,2025-08-22 10:37:50,ENVELOPE,8.3,14.0,4.6,65.1,127.0,32.8,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samaje Perine CIN,,,,,,,,,,,,,,41.2,46.3,36.2,165.5,196.8,128.0,1.3,2.0,0.9,,44.2,50.4,41.0,RB,2025-08-22 10:37:50,ENVELOPE,17.5,20.0,15.0,152.9,217.0,106.0,0.9,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarquez Hunter LAR,,,,,,,,,,,,,,57.1,83.0,31.3,244.7,346.0,135.1,1.9,3.0,0.8,,43.8,53.0,22.4,RB,2025-08-22 10:37:50,ENVELOPE,8.5,11.0,4.4,68.7,108.0,31.1,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahj Brooks CIN,,,,,,,,,,,,,,48.8,68.3,24.9,233.9,335.0,100.7,1.9,3.0,0.8,,43.7,68.5,17.2,RB,2025-08-22 10:37:50,ENVELOPE,10.0,14.5,2.4,78.5,116.0,16.4,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Gibson NE,,,,,,,,,,,,,,51.4,78.0,9.1,210.1,372.0,40.0,1.0,1.6,0.2,,42.6,73.9,8.1,RB,2025-08-22 10:37:50,ENVELOPE,15.7,25.0,2.0,128.0,210.0,14.9,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Mitchell KC,,,,,,,,,,,,,,60.5,104.0,27.3,228.8,381.0,119.6,1.8,3.0,0.7,,40.9,55.0,23.0,RB,2025-08-22 10:37:50,ENVELOPE,8.2,11.0,4.6,47.6,62.0,33.3,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Gainwell PIT,,,,,,,,,,,,,,58.5,65.0,50.4,210.6,253.0,168.0,1.4,1.8,1.0,,39.8,51.0,23.0,RB,2025-08-22 10:37:50,ENVELOPE,12.5,16.0,7.7,88.6,111.0,54.0,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Monangai CHI,,,,,,,,,,,,,,42.0,52.1,32.0,236.8,352.0,144.0,2.0,3.0,1.0,,39.3,67.0,13.0,RB,2025-08-22 10:37:50,ENVELOPE,5.0,8.0,3.0,36.2,58.0,23.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Singletary NYG,,,,,,,,,,,,,,52.1,73.0,16.8,236.2,299.0,70.6,1.5,2.0,0.5,,39.2,57.4,12.8,RB,2025-08-22 10:37:50,ENVELOPE,9.4,13.4,4.0,63.6,95.7,25.6,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Etienne CAR,,,,,,,,,,,,,,47.8,72.0,23.6,191.3,324.0,103.0,1.5,3.0,0.5,,38.3,56.0,17.4,RB,2025-08-22 10:37:50,ENVELOPE,10.7,21.0,4.2,86.5,178.0,30.4,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalil Herbert IND,,,,,,,,,,,,,,60.4,98.1,9.2,215.4,437.8,21.0,1.6,3.1,0.0,,36.5,82.6,3.7,RB,2025-08-22 10:37:50,ENVELOPE,7.7,15.9,1.0,43.8,96.4,6.0,0.2,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Shipley PHI,,,,,,,,,,,,,,37.4,56.1,14.1,199.7,282.0,58.9,1.3,2.0,0.3,,36.3,74.2,13.1,RB,2025-08-22 10:37:50,ENVELOPE,8.3,16.0,3.0,61.8,120.0,24.0,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Tucker TB,,,,,,,,,,,,,,44.8,71.2,31.2,231.3,307.5,138.7,1.4,2.0,0.9,,36.1,75.0,16.0,RB,2025-08-22 10:37:50,ENVELOPE,5.2,11.0,1.0,40.2,81.0,16.0,0.3,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Neal NO,,,,,,,,,,,,,,38.8,48.0,33.3,204.5,310.0,139.7,1.3,2.0,0.9,,35.9,75.0,14.0,RB,2025-08-22 10:37:50,ENVELOPE,7.3,15.0,2.0,54.5,110.0,23.0,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaleel McLaughlin DEN,,,,,,,,,,,,,,30.5,47.9,13.1,142.6,207.6,58.1,0.8,1.1,0.3,,34.3,87.3,11.2,RB,2025-08-22 10:37:50,ENVELOPE,18.2,42.1,4.5,110.3,248.5,26.6,0.9,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zamir White LV,,,,,,,,,,,,,,56.2,112.3,0.0,190.4,464.3,0.0,1.1,2.2,0.0,,33.5,91.0,0.0,RB,2025-08-22 10:37:50,ENVELOPE,8.7,23.0,0.0,61.4,163.3,0.0,0.3,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Dillon PHI,,,,,,,,,,,,,,50.1,95.7,12.8,199.1,396.4,52.1,1.6,2.9,0.4,,32.7,68.4,9.4,RB,2025-08-22 10:37:50,ENVELOPE,3.6,7.5,1.8,28.6,62.8,13.6,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emanuel Wilson GB,,,,,,,,,,,,,,33.5,60.9,4.4,175.2,264.3,19.5,1.2,2.0,0.1,,31.9,68.8,6.5,RB,2025-08-22 10:37:50,ENVELOPE,7.4,16.0,2.0,53.9,118.0,14.0,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ Giddens IND,,,,,,,,,,,,,,23.6,35.0,13.9,163.2,335.0,57.6,1.3,3.0,0.4,,30.3,77.6,13.5,RB,2025-08-22 10:37:50,ENVELOPE,7.6,15.0,2.0,56.4,111.0,25.0,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan James SF,,,,,,,,,,,,,,26.9,32.0,21.7,154.4,220.0,90.3,1.3,2.0,0.8,,26.0,44.4,14.0,RB,2025-08-22 10:37:50,ENVELOPE,3.3,6.0,2.0,29.2,44.0,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audric Estime DEN,,,,,,,,,,,,,,45.5,80.0,8.7,149.1,338.0,20.0,0.9,2.0,0.0,,25.1,54.5,3.6,RB,2025-08-22 10:37:50,ENVELOPE,5.8,17.2,0.0,40.1,127.2,0.0,0.2,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amar Johnson GB,,,,,,,,,,,,,,35.0,35.0,5.0,164.0,164.0,64.0,1.0,1.0,0.0,,,,,RB,2025-08-22 10:37:50,ENVELOPE,2.0,2.0,0.0,26.0,26.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Davis NYJ,,,,,,,,,,,,,,30.7,40.0,23.3,152.3,173.0,102.3,0.9,1.0,0.5,,24.6,30.9,17.0,RB,2025-08-22 10:37:50,ENVELOPE,5.0,7.1,4.0,36.5,51.6,28.3,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zavier Scott MIN,,,,,,,,,,,,,,32.0,32.0,2.0,153.0,153.0,53.0,1.0,1.0,0.0,,,,,RB,2025-08-22 10:37:50,ENVELOPE,3.0,3.0,0.0,29.0,29.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Rodriguez Jr. WAS,,,,,,,,,,,,,,25.1,40.4,0.0,143.5,230.0,0.0,1.3,2.0,0.0,,24.1,45.4,0.0,RB,2025-08-22 10:37:50,ENVELOPE,2.6,6.0,0.0,19.0,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Juszczyk SF,,,,,,,,,,,,,,6.7,9.7,4.4,26.8,40.7,18.3,0.4,1.0,0.0,,24.1,33.0,15.3,RB,2025-08-22 10:37:50,ENVELOPE,14.1,23.0,10.0,135.5,246.0,90.0,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Brooks GB,,,,,,,,,,,,,,30.9,35.0,26.8,139.1,177.0,116.3,0.9,1.0,0.8,,22.9,25.3,17.0,RB,2025-08-22 10:37:50,ENVELOPE,5.0,7.0,4.0,32.1,40.0,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clyde Edwards-Helaire NO,,,,,,,,,,,,,,36.6,54.1,19.2,113.0,236.7,21.0,0.6,1.2,0.0,,20.3,37.7,7.3,RB,2025-08-22 10:37:50,ENVELOPE,5.7,7.8,3.0,42.7,57.9,22.0,0.3,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Goodson IND,,,,,,,,,,,,,,30.0,60.0,0.0,109.7,288.0,0.0,0.7,2.0,0.0,,20.1,38.0,1.4,RB,2025-08-22 10:37:50,ENVELOPE,4.7,8.0,0.0,31.3,59.0,0.0,0.3,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimani Vidal LAC,,,,,,,,,,,,,,35.4,66.6,4.2,105.5,277.8,17.6,0.6,1.8,0.0,,20.1,56.7,4.7,RB,2025-08-22 10:37:50,ENVELOPE,5.4,12.1,2.0,41.2,93.3,15.0,0.3,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brashard Smith KC,,,,,,,,,,,,,,9.9,10.2,9.7,78.9,154.0,40.0,0.5,1.0,0.2,,19.3,53.7,7.3,RB,2025-08-22 10:37:50,ENVELOPE,7.6,15.0,1.1,56.4,113.0,8.5,0.5,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sincere McCormick LV,,,,,,,,,,,,,,23.7,23.7,3.7,112.9,125.0,100.9,0.8,1.0,0.6,,,,,RB,2025-08-22 10:37:50,ENVELOPE,4.3,4.5,4.0,29.9,30.9,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emari Demercado ARI,,,,,,,,,,,,,,18.7,33.0,9.6,106.1,259.0,42.6,0.4,1.0,0.0,,19.1,26.0,12.0,RB,2025-08-22 10:37:50,ENVELOPE,8.1,10.2,4.2,54.1,68.7,28.6,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Strong Jr. CLE,,,,,,,,,,,,,,26.3,44.6,7.9,83.8,191.4,25.0,0.4,0.9,0.0,,18.3,43.5,6.0,RB,2025-08-22 10:37:50,ENVELOPE,8.4,13.1,2.0,63.9,102.4,15.0,0.2,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Chandler MIN,,,,,,,,,,,,,,18.9,32.0,5.9,96.3,134.6,24.4,0.7,1.0,0.1,,17.7,32.8,6.5,RB,2025-08-22 10:37:50,ENVELOPE,5.0,8.0,2.3,34.7,58.0,14.9,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Akers NO,,,,,,,,,,,,,,31.2,62.4,0.0,100.0,260.0,0.0,0.6,1.7,0.0,,16.1,47.5,0.0,RB,2025-08-22 10:37:50,ENVELOPE,3.1,8.2,0.0,20.4,55.1,0.0,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalel Mullings TEN,,,,,,,,,,,,,,10.4,10.4,0.4,96.5,150.0,42.9,0.6,1.0,0.3,,15.8,27.9,7.8,RB,2025-08-22 10:37:50,ENVELOPE,3.0,4.0,2.1,21.8,29.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Martinez SEA,,,,,,,,,,,,,,8.8,8.9,0.8,97.5,158.0,36.9,0.6,1.0,0.2,,15.8,28.7,6.9,RB,2025-08-22 10:37:50,ENVELOPE,3.0,4.0,2.0,21.9,29.0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Wilson Jr. SF,,,,,,,,,,,,,,29.0,58.1,0.0,92.4,256.3,0.0,0.5,1.6,0.0,,15.6,47.2,0.0,RB,2025-08-22 10:37:50,ENVELOPE,2.8,7.5,0.0,22.2,59.7,0.0,0.2,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dameon Pierce HOU,,,,,,,,,,,,,,4.5,9.0,0.0,81.5,207.0,0.0,0.7,2.0,0.0,,15.4,44.3,1.0,RB,2025-08-22 10:37:50,ENVELOPE,5.8,9.0,0.0,40.2,66.0,0.0,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasheen Ali BAL,,,,,,,,,,,,,,5.2,5.2,0.2,80.8,140.0,21.7,0.6,1.0,0.2,,13.6,25.3,5.4,RB,2025-08-22 10:37:50,ENVELOPE,2.4,3.0,1.7,17.7,23.0,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy McNichols WAS,,,,,,,,,,,,,,19.7,35.0,4.4,73.6,161.0,18.9,0.7,2.0,0.0,,13.4,19.0,4.8,RB,2025-08-22 10:37:50,ENVELOPE,2.7,3.0,2.1,15.3,24.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Burton DEN,,,,,,,,,,,,,,6.7,9.0,4.4,14.6,18.2,11.0,0.6,1.0,0.2,,13.0,14.0,6.8,RB,2025-08-22 10:37:50,ENVELOPE,7.1,10.0,4.3,45.6,62.0,29.3,0.6,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Reynolds DET,,,,,,,,,,,,,,8.5,12.2,4.8,38.0,51.7,20.3,0.1,0.3,0.0,,12.3,34.5,5.5,RB,2025-08-22 10:37:50,ENVELOPE,6.9,16.7,2.0,55.1,134.8,14.0,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Rivers LAR,,,,,,,,,,,,,,31.7,63.3,0.0,90.3,267.0,0.0,0.5,1.5,0.0,,12.2,34.8,0.0,RB,2025-08-22 10:37:50,ENVELOPE,0.3,1.0,0.0,2.3,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Homer CHI,,,,,,,,,,,,,,21.6,38.9,4.3,69.8,168.3,19.2,0.3,0.8,0.0,,12.1,33.6,2.8,RB,2025-08-22 10:37:50,ENVELOPE,3.4,8.1,0.0,25.7,62.1,0.0,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Ingold MIA,,,,,,,,,,,,,,8.9,14.0,4.7,21.5,33.6,10.0,0.6,2.0,0.0,,11.7,17.1,6.5,RB,2025-08-22 10:37:50,ENVELOPE,6.1,9.2,2.2,44.1,65.0,15.3,0.4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Ham MIN,,,,,,,,,,,,,,3.0,4.0,2.0,13.6,19.0,8.2,1.0,2.0,0.1,,11.3,14.0,4.6,RB,2025-08-22 10:37:50,ENVELOPE,5.3,6.0,4.6,34.8,42.0,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Carter ARI,,,,,,,,,,,,,,9.6,19.3,0.0,41.2,81.6,0.0,0.2,0.5,0.0,,11.3,35.5,0.0,RB,2025-08-22 10:37:50,ENVELOPE,6.6,16.8,0.0,45.0,113.0,0.0,0.3,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeQuint Allen Jr. JAC,,,,,,,,,,,,,,4.0,4.0,0.0,50.9,85.0,16.8,0.6,1.0,0.1,,10.6,24.9,2.3,RB,2025-08-22 10:37:50,ENVELOPE,3.0,6.0,0.0,22.0,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Mims TEN,,,,,,,,,,,,,,15.8,31.7,0.0,66.5,133.1,0.0,0.3,0.6,0.0,,10.6,22.9,0.0,RB,2025-08-22 10:37:50,ENVELOPE,2.2,4.3,0.0,15.4,30.8,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raheem Blackshear CAR,,,,,,,,,,,,,,23.0,46.0,0.0,66.0,194.1,0.0,0.4,1.1,0.0,,10.4,35.6,2.0,RB,2025-08-22 10:37:50,ENVELOPE,2.9,7.6,0.0,21.0,56.1,0.0,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Steele KC,,,,,,,,,,,,,,26.9,68.0,3.9,69.9,215.0,12.0,0.3,1.0,0.0,,10.2,16.0,4.4,RB,2025-08-22 10:37:50,ENVELOPE,4.1,9.0,2.2,22.1,35.0,15.4,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hassan Haskins LAC,,,,,,,,,,,,,,16.5,33.0,0.0,37.3,91.0,0.0,0.3,1.0,0.0,,8.6,15.0,0.0,RB,2025-08-22 10:37:50,ENVELOPE,1.7,3.0,0.0,15.3,31.0,0.0,0.3,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare Ogunbowale HOU,,,,,,,,,,,,,,6.5,10.9,2.2,28.7,45.0,9.2,0.1,0.3,0.0,,8.3,13.9,6.9,RB,2025-08-22 10:37:50,ENVELOPE,4.9,6.8,4.0,37.7,54.5,29.0,0.2,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julius Chestnut TEN,,,,,,,,,,,,,,10.4,20.9,0.0,31.9,87.6,0.0,0.1,0.4,0.0,,8.2,29.1,0.6,RB,2025-08-22 10:37:50,ENVELOPE,4.5,12.5,0.0,32.5,91.4,0.0,0.2,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Gore Jr. BUF,,,,,,,,,,,,,,10.2,20.3,0.0,42.8,85.5,0.0,0.2,0.4,0.0,,7.7,17.1,0.0,RB,2025-08-22 10:37:50,ENVELOPE,2.0,3.9,0.0,15.0,30.0,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Ricard BAL,,,,,,,,,,,,,,4.1,8.3,0.0,11.5,34.6,0.0,0.1,0.3,0.0,,7.4,12.0,3.7,RB,2025-08-22 10:37:50,ENVELOPE,3.4,4.0,3.0,27.6,30.0,24.7,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deuce Vaughn DAL,,,,,,,,,,,,,,8.9,17.7,0.0,35.0,73.9,0.0,0.1,0.3,0.0,,7.0,20.9,0.0,RB,2025-08-22 10:37:50,ENVELOPE,3.2,8.5,0.0,21.5,56.6,0.0,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
