simulation,pick_number,player_name,position,espn_rank
38,30,Josh Jacobs,RB,19
38,31,Bucky Irving,RB,23
38,32,Jayden Daniels,QB,30
38,34,Tyreek Hill,WR,25
38,35,Josh Allen,QB,28
38,36,Kenneth Walker III,RB,38
38,37,Ladd McConkey,WR,27
38,38,Lamar Jackson,QB,29
38,39,George Kittle,TE,40
38,40,Calvin Ridley,WR,51
38,41,Garrett Wilson,WR,48
38,42,Omarion Hampton,RB,37
38,43,Joe Burrow,QB,39
38,44,Terry McLaurin,WR,34
38,45,Alvin Kamara,RB,42
38,46,Breece Hall,RB,45
38,47,Zay Flowers,WR,50
38,48,Davante Adams,WR,26
38,49,Rashee Rice,WR,55
38,50,George Pickens,WR,58
38,51,TreVeyon Henderson,RB,44
38,53,Marvin Harrison Jr.,WR,47
38,54,James Conner,RB,43
38,55,DK Metcalf,WR,49
38,56,Jameson Williams,WR,56
38,57,Chuba Hubbard,RB,41
38,58,D'Andre Swift,RB,52
38,59,Courtland Sutton,WR,53
38,60,Sam LaPorta,TE,61
38,62,Tony Pollard,RB,68
38,63,RJ Harvey,RB,72
38,64,Tetairoa McMillan,WR,64
38,65,Patrick Mahomes,QB,62
38,66,DJ Moore,WR,54
38,67,Jerry Jeudy,WR,65
38,68,Xavier Worthy,WR,46
38,69,Rome Odunze,WR,60
38,70,Cooper Kupp,WR,75
38,71,Travis Hunter,WR,66
38,72,Baker Mayfield,QB,63
38,73,DeVonta Smith,WR,57
38,74,Jaylen Waddle,WR,59
38,75,T.J. Hockenson,TE,69
38,76,Aaron Jones,RB,71
38,77,Chris Olave,WR,77
38,78,Bo Nix,QB,87
38,79,Jordan Addison,WR,78
38,81,Isiah Pacheco,RB,70
38,82,Brock Purdy,QB,89
38,83,Mark Andrews,TE,83
38,84,David Montgomery,RB,67
38,85,Chris Godwin,WR,73
38,86,Matthew Golden,WR,74
38,87,Deebo Samuel Sr.,WR,79
38,88,Tyrone Tracy Jr.,RB,81
39,1,Bijan Robinson,RB,2
39,2,Ja'Marr Chase,WR,1
39,3,Justin Jefferson,WR,3
39,4,Christian McCaffrey,RB,7
39,6,Malik Nabers,WR,9
39,7,Derrick Henry,RB,11
39,8,Josh Jacobs,RB,19
39,9,Saquon Barkley,RB,4
39,10,Puka Nacua,WR,8
39,11,Trey McBride,TE,21
39,12,Tee Higgins,WR,24
39,13,A.J. Brown,WR,15
39,14,Kyren Williams,RB,22
39,15,Amon-Ra St. Brown,WR,10
39,16,Jahmyr Gibbs,RB,5
39,17,CeeDee Lamb,WR,6
39,18,Tyreek Hill,WR,25
39,19,Bucky Irving,RB,23
39,20,Ashton Jeanty,RB,12
39,21,Brian Thomas Jr.,WR,14
39,22,Nico Collins,WR,13
39,23,Jalen Hurts,QB,31
39,25,Jonathan Taylor,RB,17
39,26,Drake London,WR,16
39,27,Lamar Jackson,QB,29
39,28,Mike Evans,WR,35
39,29,Brock Bowers,TE,20
39,30,James Cook,RB,33
39,31,De'Von Achane,RB,18
39,32,Davante Adams,WR,26
39,34,Ladd McConkey,WR,27
39,35,Kenneth Walker III,RB,38
39,36,Breece Hall,RB,45
39,37,Terry McLaurin,WR,34
39,38,Jayden Daniels,QB,30
39,39,Zay Flowers,WR,50
39,40,Omarion Hampton,RB,37
39,41,Alvin Kamara,RB,42
39,42,Chase Brown,RB,32
39,43,TreVeyon Henderson,RB,44
39,44,Xavier Worthy,WR,46
39,45,Josh Allen,QB,28
39,46,James Conner,RB,43
39,47,Marvin Harrison Jr.,WR,47
39,48,Jaxon Smith-Njigba,WR,36
39,49,Courtland Sutton,WR,53
39,50,Joe Burrow,QB,39
39,51,George Pickens,WR,58
39,53,George Kittle,TE,40
39,54,D'Andre Swift,RB,52
39,55,Rome Odunze,WR,60
39,56,Garrett Wilson,WR,48
39,57,Chuba Hubbard,RB,41
39,58,DK Metcalf,WR,49
39,59,Rashee Rice,WR,55
39,60,Patrick Mahomes,QB,62
39,62,David Montgomery,RB,67
39,63,DJ Moore,WR,54
39,64,Tony Pollard,RB,68
39,65,Baker Mayfield,QB,63
39,66,Jameson Williams,WR,56
39,67,Travis Hunter,WR,66
39,68,Jaylen Waddle,WR,59
39,69,Sam LaPorta,TE,61
39,70,RJ Harvey,RB,72
39,71,Calvin Ridley,WR,51
39,72,Tetairoa McMillan,WR,64
39,73,Jerry Jeudy,WR,65
39,74,Cooper Kupp,WR,75
39,75,T.J. Hockenson,TE,69
39,76,Jordan Addison,WR,78
39,77,Aaron Jones,RB,71
39,78,DeVonta Smith,WR,57
39,79,Kaleb Johnson,RB,80
39,81,Chris Olave,WR,77
39,82,Tyrone Tracy Jr.,RB,81
39,83,Chris Godwin,WR,73
39,84,Isiah Pacheco,RB,70
39,85,Brock Purdy,QB,89
39,86,Tucker Kraft,TE,86
39,87,Rhamondre Stevenson,RB,94
39,88,Joe Mixon,RB,82
40,1,Amon-Ra St. Brown,WR,10
40,2,Ja'Marr Chase,WR,1
40,3,Saquon Barkley,RB,4
40,4,Malik Nabers,WR,9
40,6,Bijan Robinson,RB,2
40,7,Ashton Jeanty,RB,12
40,8,Josh Jacobs,RB,19
40,9,De'Von Achane,RB,18
40,10,Jahmyr Gibbs,RB,5
40,11,CeeDee Lamb,WR,6
40,12,Justin Jefferson,WR,3
40,13,Nico Collins,WR,13
40,14,Puka Nacua,WR,8
40,15,Drake London,WR,16
40,16,Trey McBride,TE,21
40,17,Brian Thomas Jr.,WR,14
40,18,Brock Bowers,TE,20
40,19,Christian McCaffrey,RB,7
40,20,A.J. Brown,WR,15
40,21,Tee Higgins,WR,24
40,22,Jonathan Taylor,RB,17
40,23,James Cook,RB,33
40,25,Ladd McConkey,WR,27
40,26,Derrick Henry,RB,11
40,27,Josh Allen,QB,28
40,28,Davante Adams,WR,26
40,29,Chase Brown,RB,32
40,30,Kyren Williams,RB,22
40,31,Lamar Jackson,QB,29
40,32,Bucky Irving,RB,23
40,34,Mike Evans,WR,35
40,35,Jayden Daniels,QB,30
40,36,James Conner,RB,43
40,37,Terry McLaurin,WR,34
40,38,Tyreek Hill,WR,25
40,39,TreVeyon Henderson,RB,44
40,40,Kenneth Walker III,RB,38
40,41,Jalen Hurts,QB,31
40,42,George Kittle,TE,40
40,43,Jaxon Smith-Njigba,WR,36
40,44,Omarion Hampton,RB,37
40,45,Breece Hall,RB,45
40,46,Joe Burrow,QB,39
40,47,Chuba Hubbard,RB,41
40,48,Calvin Ridley,WR,51
40,49,Alvin Kamara,RB,42
40,50,Garrett Wilson,WR,48
40,51,Xavier Worthy,WR,46
40,53,Sam LaPorta,TE,61
40,54,Zay Flowers,WR,50
40,55,DJ Moore,WR,54
40,56,Marvin Harrison Jr.,WR,47
40,57,DK Metcalf,WR,49
40,58,Jerry Jeudy,WR,65
40,59,David Montgomery,RB,67
40,60,D'Andre Swift,RB,52
40,62,Rashee Rice,WR,55
40,63,Jaylen Waddle,WR,59
40,64,George Pickens,WR,58
40,65,Travis Hunter,WR,66
40,66,Chris Godwin,WR,73
40,67,Courtland Sutton,WR,53
40,68,Baker Mayfield,QB,63
40,69,Tetairoa McMillan,WR,64
40,70,Isiah Pacheco,RB,70
40,71,Tony Pollard,RB,68
40,72,Aaron Jones,RB,71
40,73,Patrick Mahomes,QB,62
40,74,Tyrone Tracy Jr.,RB,81
40,75,Jameson Williams,WR,56
40,76,Kaleb Johnson,RB,80
40,77,T.J. Hockenson,TE,69
40,78,DeVonta Smith,WR,57
40,79,Tucker Kraft,TE,86
40,81,Rome Odunze,WR,60
40,82,Cooper Kupp,WR,75
40,83,RJ Harvey,RB,72
40,84,Chris Olave,WR,77
40,85,Kyler Murray,QB,88
40,86,Matthew Golden,WR,74
40,87,Joe Mixon,RB,82
40,88,Jakobi Meyers,WR,76
41,1,Malik Nabers,WR,9
41,2,Ja'Marr Chase,WR,1
41,3,Bijan Robinson,RB,2
41,4,Jahmyr Gibbs,RB,5
41,6,Justin Jefferson,WR,3
41,7,Saquon Barkley,RB,4
41,8,CeeDee Lamb,WR,6
41,9,Amon-Ra St. Brown,WR,10
41,10,Ashton Jeanty,RB,12
41,11,Jonathan Taylor,RB,17
41,12,Trey McBride,TE,21
41,13,Nico Collins,WR,13
41,14,Christian McCaffrey,RB,7
41,15,Puka Nacua,WR,8
41,16,Brian Thomas Jr.,WR,14
41,17,Derrick Henry,RB,11
41,18,Josh Jacobs,RB,19
41,19,Drake London,WR,16
41,20,Bucky Irving,RB,23
41,21,A.J. Brown,WR,15
41,22,De'Von Achane,RB,18
41,23,Brock Bowers,TE,20
41,25,Lamar Jackson,QB,29
41,26,Davante Adams,WR,26
41,27,Kyren Williams,RB,22
41,28,George Kittle,TE,40
41,29,Tyreek Hill,WR,25
41,30,Chase Brown,RB,32
41,31,Ladd McConkey,WR,27
41,32,Tee Higgins,WR,24
41,34,Josh Allen,QB,28
41,35,Jayden Daniels,QB,30
41,36,Jalen Hurts,QB,31
41,37,Alvin Kamara,RB,42
41,38,James Cook,RB,33
41,39,Xavier Worthy,WR,46
41,40,Garrett Wilson,WR,48
41,41,Omarion Hampton,RB,37
41,42,Joe Burrow,QB,39
41,43,Breece Hall,RB,45
41,44,Terry McLaurin,WR,34
41,45,Jaxon Smith-Njigba,WR,36
41,46,Rashee Rice,WR,55
41,47,Mike Evans,WR,35
41,48,Zay Flowers,WR,50
41,49,Kenneth Walker III,RB,38
41,50,Marvin Harrison Jr.,WR,47
41,51,James Conner,RB,43
41,53,Chuba Hubbard,RB,41
41,54,D'Andre Swift,RB,52
41,55,DK Metcalf,WR,49
41,56,Jameson Williams,WR,56
41,57,Baker Mayfield,QB,63
41,58,TreVeyon Henderson,RB,44
41,59,Patrick Mahomes,QB,62
41,60,Sam LaPorta,TE,61
41,62,Rome Odunze,WR,60
41,63,Aaron Jones,RB,71
41,64,David Montgomery,RB,67
41,65,Calvin Ridley,WR,51
41,66,Courtland Sutton,WR,53
41,67,DJ Moore,WR,54
41,68,Matthew Golden,WR,74
41,69,DeVonta Smith,WR,57
41,70,Jakobi Meyers,WR,76
41,71,Tony Pollard,RB,68
41,72,T.J. Hockenson,TE,69
41,73,Isiah Pacheco,RB,70
41,74,Tetairoa McMillan,WR,64
41,75,RJ Harvey,RB,72
41,76,Jerry Jeudy,WR,65
41,77,Kaleb Johnson,RB,80
41,78,Chris Olave,WR,77
41,79,Jaylen Waddle,WR,59
41,81,Travis Hunter,WR,66
41,82,George Pickens,WR,58
41,83,Deebo Samuel Sr.,WR,79
41,84,Chris Godwin,WR,73
41,85,David Njoku,TE,85
41,86,Travis Kelce,TE,84
41,87,Cooper Kupp,WR,75
41,88,Joe Mixon,RB,82
42,1,Ja'Marr Chase,WR,1
42,2,A.J. Brown,WR,15
42,3,Bijan Robinson,RB,2
42,4,Justin Jefferson,WR,3
42,6,Saquon Barkley,RB,4
42,7,Derrick Henry,RB,11
42,8,Christian McCaffrey,RB,7
42,9,Ashton Jeanty,RB,12
42,10,Jahmyr Gibbs,RB,5
42,11,Drake London,WR,16
42,12,Bucky Irving,RB,23
42,13,Brock Bowers,TE,20
42,14,Puka Nacua,WR,8
42,15,CeeDee Lamb,WR,6
42,16,Malik Nabers,WR,9
42,17,Brian Thomas Jr.,WR,14
42,18,De'Von Achane,RB,18
42,19,Amon-Ra St. Brown,WR,10
42,20,Josh Allen,QB,28
42,21,Jalen Hurts,QB,31
42,22,Nico Collins,WR,13
42,23,Jayden Daniels,QB,30
42,25,Jonathan Taylor,RB,17
42,26,Trey McBride,TE,21
42,27,Josh Jacobs,RB,19
42,28,Kyren Williams,RB,22
42,29,Tee Higgins,WR,24
42,30,Davante Adams,WR,26
42,31,Tyreek Hill,WR,25
42,32,Lamar Jackson,QB,29
42,34,Chase Brown,RB,32
42,35,James Cook,RB,33
42,36,Terry McLaurin,WR,34
42,37,Ladd McConkey,WR,27
42,38,Joe Burrow,QB,39
42,39,Jaxon Smith-Njigba,WR,36
42,40,James Conner,RB,43
42,41,Omarion Hampton,RB,37
42,42,D'Andre Swift,RB,52
42,43,TreVeyon Henderson,RB,44
42,44,Marvin Harrison Jr.,WR,47
42,45,Mike Evans,WR,35
42,46,Jameson Williams,WR,56
42,47,Kenneth Walker III,RB,38
42,48,Alvin Kamara,RB,42
42,49,George Kittle,TE,40
42,50,Chuba Hubbard,RB,41
42,51,DJ Moore,WR,54
42,53,Garrett Wilson,WR,48
42,54,DK Metcalf,WR,49
42,55,Breece Hall,RB,45
42,56,George Pickens,WR,58
42,57,Zay Flowers,WR,50
42,58,Patrick Mahomes,QB,62
42,59,Calvin Ridley,WR,51
42,60,Tetairoa McMillan,WR,64
42,62,Courtland Sutton,WR,53
42,63,Rome Odunze,WR,60
42,64,Chris Godwin,WR,73
42,65,Jaylen Waddle,WR,59
42,66,Xavier Worthy,WR,46
42,67,Travis Hunter,WR,66
42,68,Rashee Rice,WR,55
42,69,DeVonta Smith,WR,57
42,70,Baker Mayfield,QB,63
42,71,Sam LaPorta,TE,61
42,72,Tyrone Tracy Jr.,RB,81
42,73,RJ Harvey,RB,72
42,74,Jerry Jeudy,WR,65
42,75,Tony Pollard,RB,68
42,76,T.J. Hockenson,TE,69
42,77,Jakobi Meyers,WR,76
42,78,Cooper Kupp,WR,75
42,79,Kaleb Johnson,RB,80
42,81,Isiah Pacheco,RB,70
42,82,Jordan Addison,WR,78
42,83,Mark Andrews,TE,83
42,84,Bo Nix,QB,87
42,85,David Montgomery,RB,67
42,86,Chris Olave,WR,77
42,87,Aaron Jones,RB,71
42,88,Joe Mixon,RB,82
43,1,A.J. Brown,WR,15
43,2,CeeDee Lamb,WR,6
43,3,Jahmyr Gibbs,RB,5
43,4,Amon-Ra St. Brown,WR,10
43,6,Ja'Marr Chase,WR,1
43,7,Justin Jefferson,WR,3
43,8,Bijan Robinson,RB,2
43,9,Nico Collins,WR,13
43,10,Brock Bowers,TE,20
43,11,Ashton Jeanty,RB,12
43,12,Puka Nacua,WR,8
43,13,Christian McCaffrey,RB,7
43,14,Tyreek Hill,WR,25
43,15,Ladd McConkey,WR,27
43,16,Drake London,WR,16
43,17,Jayden Daniels,QB,30
43,18,Derrick Henry,RB,11
43,19,Malik Nabers,WR,9
43,20,Tee Higgins,WR,24
43,21,De'Von Achane,RB,18
43,22,James Cook,RB,33
43,23,Josh Jacobs,RB,19
43,25,Brian Thomas Jr.,WR,14
43,26,Saquon Barkley,RB,4
43,27,Josh Allen,QB,28
43,28,Terry McLaurin,WR,34
43,29,Davante Adams,WR,26
43,30,Jonathan Taylor,RB,17
43,31,Joe Burrow,QB,39
43,32,Trey McBride,TE,21
43,34,Bucky Irving,RB,23
43,35,Kyren Williams,RB,22
43,36,Lamar Jackson,QB,29
43,37,Alvin Kamara,RB,42
43,38,Jalen Hurts,QB,31
43,39,Mike Evans,WR,35
43,40,TreVeyon Henderson,RB,44
43,41,Marvin Harrison Jr.,WR,47
43,42,Chuba Hubbard,RB,41
43,43,Omarion Hampton,RB,37
43,44,Chase Brown,RB,32
43,45,Jaxon Smith-Njigba,WR,36
43,46,Kenneth Walker III,RB,38
43,47,Courtland Sutton,WR,53
43,48,Jameson Williams,WR,56
43,49,Zay Flowers,WR,50
43,50,Breece Hall,RB,45
43,51,DK Metcalf,WR,49
43,53,D'Andre Swift,RB,52
43,54,Garrett Wilson,WR,48
43,55,George Kittle,TE,40
43,56,George Pickens,WR,58
43,57,DeVonta Smith,WR,57
43,58,Jaylen Waddle,WR,59
43,59,Sam LaPorta,TE,61
43,60,Calvin Ridley,WR,51
43,62,James Conner,RB,43
43,63,Baker Mayfield,QB,63
43,64,DJ Moore,WR,54
43,65,T.J. Hockenson,TE,69
43,66,Tetairoa McMillan,WR,64
43,67,Jerry Jeudy,WR,65
43,68,Tony Pollard,RB,68
43,69,Chris Godwin,WR,73
43,70,Rashee Rice,WR,55
43,71,Xavier Worthy,WR,46
43,72,RJ Harvey,RB,72
43,73,Rome Odunze,WR,60
43,74,Patrick Mahomes,QB,62
43,75,Kaleb Johnson,RB,80
43,76,Jakobi Meyers,WR,76
43,77,Travis Hunter,WR,66
43,78,Matthew Golden,WR,74
43,79,David Montgomery,RB,67
43,81,Bo Nix,QB,87
43,82,Chris Olave,WR,77
43,83,Isiah Pacheco,RB,70
43,84,Aaron Jones,RB,71
43,85,Deebo Samuel Sr.,WR,79
43,86,Jordan Addison,WR,78
43,87,Tyrone Tracy Jr.,RB,81
43,88,Joe Mixon,RB,82
44,1,CeeDee Lamb,WR,6
44,2,Justin Jefferson,WR,3
44,3,Bijan Robinson,RB,2
44,4,Brian Thomas Jr.,WR,14
44,6,Ja'Marr Chase,WR,1
44,7,Saquon Barkley,RB,4
44,8,Amon-Ra St. Brown,WR,10
44,9,Christian McCaffrey,RB,7
44,10,Malik Nabers,WR,9
44,11,Puka Nacua,WR,8
44,12,Jahmyr Gibbs,RB,5
44,13,Ashton Jeanty,RB,12
44,14,Derrick Henry,RB,11
44,15,A.J. Brown,WR,15
44,16,De'Von Achane,RB,18
44,17,Nico Collins,WR,13
44,18,Jonathan Taylor,RB,17
44,19,Drake London,WR,16
44,20,Brock Bowers,TE,20
44,21,Josh Jacobs,RB,19
44,22,Lamar Jackson,QB,29
44,23,Josh Allen,QB,28
44,25,Trey McBride,TE,21
44,26,Jalen Hurts,QB,31
44,27,Kyren Williams,RB,22
44,28,Tee Higgins,WR,24
44,29,Bucky Irving,RB,23
44,30,Davante Adams,WR,26
44,31,Tyreek Hill,WR,25
44,32,Terry McLaurin,WR,34
44,34,Ladd McConkey,WR,27
44,35,Jaxon Smith-Njigba,WR,36
44,36,James Cook,RB,33
44,37,Breece Hall,RB,45
44,38,Jayden Daniels,QB,30
44,39,Chase Brown,RB,32
44,40,Mike Evans,WR,35
44,41,Zay Flowers,WR,50
44,42,Joe Burrow,QB,39
44,43,George Kittle,TE,40
44,44,Marvin Harrison Jr.,WR,47
44,45,Chuba Hubbard,RB,41
44,46,Garrett Wilson,WR,48
44,47,Kenneth Walker III,RB,38
44,48,Omarion Hampton,RB,37
44,49,Jameson Williams,WR,56
44,50,D'Andre Swift,RB,52
44,51,Alvin Kamara,RB,42
44,53,DeVonta Smith,WR,57
44,54,TreVeyon Henderson,RB,44
44,55,James Conner,RB,43
44,56,George Pickens,WR,58
44,57,Courtland Sutton,WR,53
44,58,Patrick Mahomes,QB,62
44,59,Xavier Worthy,WR,46
44,60,Jerry Jeudy,WR,65
44,62,DK Metcalf,WR,49
44,63,David Montgomery,RB,67
44,64,Calvin Ridley,WR,51
44,65,Rashee Rice,WR,55
44,66,DJ Moore,WR,54
44,67,Sam LaPorta,TE,61
44,68,T.J. Hockenson,TE,69
44,69,Isiah Pacheco,RB,70
44,70,Chris Olave,WR,77
44,71,Aaron Jones,RB,71
44,72,Rome Odunze,WR,60
44,73,Jaylen Waddle,WR,59
44,74,Baker Mayfield,QB,63
44,75,Travis Hunter,WR,66
44,76,RJ Harvey,RB,72
44,77,Tucker Kraft,TE,86
44,78,Chris Godwin,WR,73
44,79,Tetairoa McMillan,WR,64
44,81,Cooper Kupp,WR,75
44,82,Joe Mixon,RB,82
44,83,Jakobi Meyers,WR,76
44,84,Travis Kelce,TE,84
44,85,Tony Pollard,RB,68
44,86,Matthew Golden,WR,74
44,87,Jordan Addison,WR,78
44,88,Deebo Samuel Sr.,WR,79
45,1,Ja'Marr Chase,WR,1
45,2,Amon-Ra St. Brown,WR,10
45,3,Derrick Henry,RB,11
45,4,Justin Jefferson,WR,3
45,6,Saquon Barkley,RB,4
45,7,CeeDee Lamb,WR,6
45,8,Jahmyr Gibbs,RB,5
45,9,Ashton Jeanty,RB,12
45,10,Bijan Robinson,RB,2
45,11,A.J. Brown,WR,15
45,12,Malik Nabers,WR,9
45,13,Tyreek Hill,WR,25
45,14,Puka Nacua,WR,8
45,15,Christian McCaffrey,RB,7
45,16,De'Von Achane,RB,18
45,17,Kyren Williams,RB,22
45,18,Nico Collins,WR,13
45,19,Bucky Irving,RB,23
45,20,Brian Thomas Jr.,WR,14
45,21,Tee Higgins,WR,24
45,22,Brock Bowers,TE,20
45,23,Davante Adams,WR,26
45,25,Ladd McConkey,WR,27
45,26,Lamar Jackson,QB,29
45,27,Drake London,WR,16
45,28,Chase Brown,RB,32
45,29,Jonathan Taylor,RB,17
45,30,Joe Burrow,QB,39
45,31,James Conner,RB,43
45,32,Josh Jacobs,RB,19
45,34,Jalen Hurts,QB,31
45,35,Josh Allen,QB,28
45,36,Jayden Daniels,QB,30
45,37,Trey McBride,TE,21
45,38,Jaxon Smith-Njigba,WR,36
45,39,James Cook,RB,33
45,40,Mike Evans,WR,35
45,41,Terry McLaurin,WR,34
45,42,Chuba Hubbard,RB,41
45,43,Kenneth Walker III,RB,38
45,44,Breece Hall,RB,45
45,45,Xavier Worthy,WR,46
45,46,DJ Moore,WR,54
45,47,Omarion Hampton,RB,37
45,48,TreVeyon Henderson,RB,44
45,49,George Kittle,TE,40
45,50,D'Andre Swift,RB,52
45,51,Alvin Kamara,RB,42
45,53,Marvin Harrison Jr.,WR,47
45,54,Garrett Wilson,WR,48
45,55,DeVonta Smith,WR,57
45,56,DK Metcalf,WR,49
45,57,Calvin Ridley,WR,51
45,58,Zay Flowers,WR,50
45,59,Courtland Sutton,WR,53
45,60,Jaylen Waddle,WR,59
45,62,Patrick Mahomes,QB,62
45,63,Rashee Rice,WR,55
45,64,RJ Harvey,RB,72
45,65,Jameson Williams,WR,56
45,66,Sam LaPorta,TE,61
45,67,George Pickens,WR,58
45,68,Cooper Kupp,WR,75
45,69,Isiah Pacheco,RB,70
45,70,Baker Mayfield,QB,63
45,71,Jerry Jeudy,WR,65
45,72,Travis Hunter,WR,66
45,73,Kaleb Johnson,RB,80
45,74,T.J. Hockenson,TE,69
45,75,Rome Odunze,WR,60
45,76,David Njoku,TE,85
45,77,Tetairoa McMillan,WR,64
45,78,Tony Pollard,RB,68
45,79,Aaron Jones,RB,71
45,81,Joe Mixon,RB,82
45,82,Travis Kelce,TE,84
45,83,David Montgomery,RB,67
45,84,Mark Andrews,TE,83
45,85,Chris Godwin,WR,73
45,86,Deebo Samuel Sr.,WR,79
45,87,Matthew Golden,WR,74
45,88,Tucker Kraft,TE,86
46,1,Jahmyr Gibbs,RB,5
46,2,Justin Jefferson,WR,3
46,3,CeeDee Lamb,WR,6
46,4,Saquon Barkley,RB,4
46,6,Ashton Jeanty,RB,12
46,7,Ja'Marr Chase,WR,1
46,8,Nico Collins,WR,13
46,9,Bijan Robinson,RB,2
46,10,Christian McCaffrey,RB,7
46,11,Puka Nacua,WR,8
46,12,Derrick Henry,RB,11
46,13,Amon-Ra St. Brown,WR,10
46,14,De'Von Achane,RB,18
46,15,Tyreek Hill,WR,25
46,16,A.J. Brown,WR,15
46,17,Jayden Daniels,QB,30
46,18,Ladd McConkey,WR,27
46,19,Malik Nabers,WR,9
46,20,Drake London,WR,16
46,21,Jonathan Taylor,RB,17
46,22,Josh Jacobs,RB,19
46,23,Davante Adams,WR,26
46,25,Trey McBride,TE,21
46,26,Brock Bowers,TE,20
46,27,Brian Thomas Jr.,WR,14
46,28,Bucky Irving,RB,23
46,29,Chase Brown,RB,32
46,30,Jaxon Smith-Njigba,WR,36
46,31,Jalen Hurts,QB,31
46,32,Lamar Jackson,QB,29
46,34,Kyren Williams,RB,22
46,35,Tee Higgins,WR,24
46,36,Alvin Kamara,RB,42
46,37,Omarion Hampton,RB,37
46,38,James Cook,RB,33
46,39,TreVeyon Henderson,RB,44
46,40,James Conner,RB,43
46,41,Josh Allen,QB,28
46,42,DK Metcalf,WR,49
46,43,Terry McLaurin,WR,34
46,44,D'Andre Swift,RB,52
46,45,George Kittle,TE,40
46,46,Mike Evans,WR,35
46,47,Xavier Worthy,WR,46
46,48,Courtland Sutton,WR,53
46,49,Rashee Rice,WR,55
46,50,Garrett Wilson,WR,48
46,51,DeVonta Smith,WR,57
46,53,Calvin Ridley,WR,51
46,54,Kenneth Walker III,RB,38
46,55,Joe Burrow,QB,39
46,56,Patrick Mahomes,QB,62
46,57,Chuba Hubbard,RB,41
46,58,Breece Hall,RB,45
46,59,Marvin Harrison Jr.,WR,47
46,60,DJ Moore,WR,54
46,62,Zay Flowers,WR,50
46,63,Sam LaPorta,TE,61
46,64,Jerry Jeudy,WR,65
46,65,George Pickens,WR,58
46,66,T.J. Hockenson,TE,69
46,67,Baker Mayfield,QB,63
46,68,Tetairoa McMillan,WR,64
46,69,Isiah Pacheco,RB,70
46,70,Jordan Addison,WR,78
46,71,Jameson Williams,WR,56
46,72,Jaylen Waddle,WR,59
46,73,Chris Godwin,WR,73
46,74,Travis Hunter,WR,66
46,75,Matthew Golden,WR,74
46,76,Tony Pollard,RB,68
46,77,Rome Odunze,WR,60
46,78,David Montgomery,RB,67
46,79,Aaron Jones,RB,71
46,81,RJ Harvey,RB,72
46,82,Kaleb Johnson,RB,80
46,83,Mark Andrews,TE,83
46,84,Jakobi Meyers,WR,76
46,85,Cooper Kupp,WR,75
46,86,Chris Olave,WR,77
46,87,J.K. Dobbins,RB,93
46,88,Joe Mixon,RB,82
47,1,Bijan Robinson,RB,2
47,2,Ja'Marr Chase,WR,1
47,3,Ashton Jeanty,RB,12
47,4,Brian Thomas Jr.,WR,14
47,6,Justin Jefferson,WR,3
47,7,Saquon Barkley,RB,4
47,8,CeeDee Lamb,WR,6
47,9,Drake London,WR,16
47,10,Christian McCaffrey,RB,7
47,11,Jonathan Taylor,RB,17
47,12,Malik Nabers,WR,9
47,13,Nico Collins,WR,13
47,14,Derrick Henry,RB,11
47,15,Jahmyr Gibbs,RB,5
47,16,Amon-Ra St. Brown,WR,10
47,17,Bucky Irving,RB,23
47,18,Puka Nacua,WR,8
47,19,A.J. Brown,WR,15
47,20,De'Von Achane,RB,18
47,21,Trey McBride,TE,21
47,22,Josh Jacobs,RB,19
47,23,Jayden Daniels,QB,30
47,25,Brock Bowers,TE,20
47,26,James Cook,RB,33
47,27,Davante Adams,WR,26
47,28,Tee Higgins,WR,24
47,29,Tyreek Hill,WR,25
47,30,Kyren Williams,RB,22
47,31,Ladd McConkey,WR,27
47,32,Lamar Jackson,QB,29
47,34,Breece Hall,RB,45
47,35,Josh Allen,QB,28
47,36,Chase Brown,RB,32
47,37,Terry McLaurin,WR,34
47,38,Omarion Hampton,RB,37
47,39,Jaxon Smith-Njigba,WR,36
47,40,Joe Burrow,QB,39
47,41,Jalen Hurts,QB,31
47,42,Garrett Wilson,WR,48
47,43,Mike Evans,WR,35
47,44,George Kittle,TE,40
47,45,Chuba Hubbard,RB,41
47,46,DeVonta Smith,WR,57
47,47,Rashee Rice,WR,55
47,48,Alvin Kamara,RB,42
47,49,DK Metcalf,WR,49
47,50,D'Andre Swift,RB,52
47,51,Zay Flowers,WR,50
47,53,TreVeyon Henderson,RB,44
47,54,George Pickens,WR,58
47,55,DJ Moore,WR,54
47,56,Kenneth Walker III,RB,38
47,57,Jerry Jeudy,WR,65
47,58,James Conner,RB,43
47,59,Xavier Worthy,WR,46
47,60,Courtland Sutton,WR,53
47,62,Sam LaPorta,TE,61
47,63,Marvin Harrison Jr.,WR,47
47,64,Patrick Mahomes,QB,62
47,65,Rome Odunze,WR,60
47,66,Jameson Williams,WR,56
47,67,Baker Mayfield,QB,63
47,68,Calvin Ridley,WR,51
47,69,Jaylen Waddle,WR,59
47,70,T.J. Hockenson,TE,69
47,71,Jakobi Meyers,WR,76
47,72,Kaleb Johnson,RB,80
47,73,Tetairoa McMillan,WR,64
47,74,David Montgomery,RB,67
47,75,Travis Hunter,WR,66
47,76,Tony Pollard,RB,68
47,77,Isiah Pacheco,RB,70
47,78,Aaron Jones,RB,71
47,79,RJ Harvey,RB,72
47,81,Chris Godwin,WR,73
47,82,Tucker Kraft,TE,86
