simulation,pick_number,player_name,position,espn_rank
19,12,Josh Jacobs,RB,19
19,13,Brian Thomas Jr.,WR,14
19,14,Ashton Jeanty,RB,12
19,15,Nico Collins,WR,13
19,16,Puka Nacua,WR,8
19,17,Trey McBride,TE,21
19,18,Malik Nabers,WR,9
19,19,Drake London,WR,16
19,20,Tyreek Hill,WR,25
19,21,Chase Brown,RB,32
19,22,Tee Higgins,WR,24
19,23,A.J. Brown,WR,15
19,25,Jonathan Taylor,RB,17
19,26,Ladd McConkey,WR,27
19,27,Jaxon Smith-Njigba,WR,36
19,28,Joe Burrow,QB,39
19,29,Kyren Williams,RB,22
19,30,Kenneth Walker III,RB,38
19,31,De'Von Achane,RB,18
19,32,Davante Adams,WR,26
19,34,Josh Allen,QB,28
19,35,Bucky Irving,RB,23
19,36,Lamar Jackson,QB,29
19,37,Xavier Worthy,WR,46
19,38,Jalen Hurts,QB,31
19,39,Mike Evans,WR,35
19,40,Breece Hall,RB,45
19,41,James Cook,RB,33
19,42,Jayden Daniels,QB,30
19,43,Terry McLaurin,WR,34
19,44,George Kittle,TE,40
19,45,Chuba Hubbard,RB,41
19,46,TreVeyon Henderson,RB,44
19,47,James Conner,RB,43
19,48,Alvin Kamara,RB,42
19,49,Garrett Wilson,WR,48
19,50,Jameson Williams,WR,56
19,51,Omarion Hampton,RB,37
19,53,Baker Mayfield,QB,63
19,54,Rashee Rice,WR,55
19,55,DK Metcalf,WR,49
19,56,Marvin Harrison Jr.,WR,47
19,57,D'Andre Swift,RB,52
19,58,Jaylen Waddle,WR,59
19,59,Rome Odunze,WR,60
19,60,Calvin Ridley,WR,51
19,62,DJ Moore,WR,54
19,63,Zay Flowers,WR,50
19,64,DeVonta Smith,WR,57
19,65,George Pickens,WR,58
19,66,Tony Pollard,RB,68
19,67,Sam LaPorta,TE,61
19,68,Matthew Golden,WR,74
19,69,Jerry Jeudy,WR,65
19,70,Travis Hunter,WR,66
19,71,RJ Harvey,RB,72
19,72,Patrick Mahomes,QB,62
19,73,Courtland Sutton,WR,53
19,74,Aaron Jones,RB,71
19,75,T.J. Hockenson,TE,69
19,76,Mark Andrews,TE,83
19,77,Isiah Pacheco,RB,70
19,78,Kaleb Johnson,RB,80
19,79,Tetairoa McMillan,WR,64
19,81,David Montgomery,RB,67
19,82,Cooper Kupp,WR,75
19,83,Jakobi Meyers,WR,76
19,84,Brian Robinson Jr.,RB,90
19,85,Jordan Addison,WR,78
19,86,Travis Kelce,TE,84
19,87,Chris Olave,WR,77
19,88,Tyrone Tracy Jr.,RB,81
20,1,Malik Nabers,WR,9
20,2,Puka Nacua,WR,8
20,3,A.J. Brown,WR,15
20,4,Bijan Robinson,RB,2
20,6,Jahmyr Gibbs,RB,5
20,7,Amon-Ra St. Brown,WR,10
20,8,Ja'Marr Chase,WR,1
20,9,Justin Jefferson,WR,3
20,10,Nico Collins,WR,13
20,11,Saquon Barkley,RB,4
20,12,Josh Jacobs,RB,19
20,13,CeeDee Lamb,WR,6
20,14,Drake London,WR,16
20,15,De'Von Achane,RB,18
20,16,Derrick Henry,RB,11
20,17,Christian McCaffrey,RB,7
20,18,Davante Adams,WR,26
20,19,Ashton Jeanty,RB,12
20,20,Bucky Irving,RB,23
20,21,Jonathan Taylor,RB,17
20,22,Tee Higgins,WR,24
20,23,Trey McBride,TE,21
20,25,Kyren Williams,RB,22
20,26,Brian Thomas Jr.,WR,14
20,27,Kenneth Walker III,RB,38
20,28,Brock Bowers,TE,20
20,29,Ladd McConkey,WR,27
20,30,Mike Evans,WR,35
20,31,Jaxon Smith-Njigba,WR,36
20,32,Tyreek Hill,WR,25
20,34,Jalen Hurts,QB,31
20,35,Lamar Jackson,QB,29
20,36,Alvin Kamara,RB,42
20,37,Omarion Hampton,RB,37
20,38,Terry McLaurin,WR,34
20,39,Jayden Daniels,QB,30
20,40,Josh Allen,QB,28
20,41,Garrett Wilson,WR,48
20,42,D'Andre Swift,RB,52
20,43,Joe Burrow,QB,39
20,44,James Cook,RB,33
20,45,George Kittle,TE,40
20,46,Chase Brown,RB,32
20,47,Rashee Rice,WR,55
20,48,James Conner,RB,43
20,49,Chuba Hubbard,RB,41
20,50,Sam LaPorta,TE,61
20,51,TreVeyon Henderson,RB,44
20,53,Breece Hall,RB,45
20,54,Calvin Ridley,WR,51
20,55,Xavier Worthy,WR,46
20,56,DJ Moore,WR,54
20,57,Patrick Mahomes,QB,62
20,58,Marvin Harrison Jr.,WR,47
20,59,Tetairoa McMillan,WR,64
20,60,DK Metcalf,WR,49
20,62,Courtland Sutton,WR,53
20,63,Aaron Jones,RB,71
20,64,T.J. Hockenson,TE,69
20,65,Baker Mayfield,QB,63
20,66,Jameson Williams,WR,56
20,67,Zay Flowers,WR,50
20,68,George Pickens,WR,58
20,69,RJ Harvey,RB,72
20,70,Jaylen Waddle,WR,59
20,71,DeVonta Smith,WR,57
20,72,Tony Pollard,RB,68
20,73,Isiah Pacheco,RB,70
20,74,Chris Olave,WR,77
20,75,Jerry Jeudy,WR,65
20,76,Deebo Samuel Sr.,WR,79
20,77,Rome Odunze,WR,60
20,78,David Montgomery,RB,67
20,79,Travis Hunter,WR,66
20,81,Matthew Golden,WR,74
20,82,Mark Andrews,TE,83
20,83,Jordan Addison,WR,78
20,84,Brian Robinson Jr.,RB,90
20,85,Chris Godwin,WR,73
20,86,Tyrone Tracy Jr.,RB,81
20,87,Jakobi Meyers,WR,76
20,88,Travis Kelce,TE,84
21,1,Bijan Robinson,RB,2
21,2,Jahmyr Gibbs,RB,5
21,3,A.J. Brown,WR,15
21,4,Ashton Jeanty,RB,12
21,6,Saquon Barkley,RB,4
21,7,Brian Thomas Jr.,WR,14
21,8,Christian McCaffrey,RB,7
21,9,Drake London,WR,16
21,10,CeeDee Lamb,WR,6
21,11,Ja'Marr Chase,WR,1
21,12,Justin Jefferson,WR,3
21,13,Puka Nacua,WR,8
21,14,Amon-Ra St. Brown,WR,10
21,15,Malik Nabers,WR,9
21,16,Nico Collins,WR,13
21,17,De'Von Achane,RB,18
21,18,Davante Adams,WR,26
21,19,Derrick Henry,RB,11
21,20,Trey McBride,TE,21
21,21,Josh Jacobs,RB,19
21,22,Josh Allen,QB,28
21,23,Jonathan Taylor,RB,17
21,25,Brock Bowers,TE,20
21,26,Kyren Williams,RB,22
21,27,Mike Evans,WR,35
21,28,Lamar Jackson,QB,29
21,29,Tyreek Hill,WR,25
21,30,Ladd McConkey,WR,27
21,31,Tee Higgins,WR,24
21,32,Terry McLaurin,WR,34
21,34,Jayden Daniels,QB,30
21,35,James Cook,RB,33
21,36,Kenneth Walker III,RB,38
21,37,Breece Hall,RB,45
21,38,Jalen Hurts,QB,31
21,39,George Kittle,TE,40
21,40,Omarion Hampton,RB,37
21,41,Chuba Hubbard,RB,41
21,42,Joe Burrow,QB,39
21,43,Zay Flowers,WR,50
21,44,Chase Brown,RB,32
21,45,Jameson Williams,WR,56
21,46,Bucky Irving,RB,23
21,47,Jaxon Smith-Njigba,WR,36
21,48,Jaylen Waddle,WR,59
21,49,TreVeyon Henderson,RB,44
21,50,Alvin Kamara,RB,42
21,51,Marvin Harrison Jr.,WR,47
21,53,George Pickens,WR,58
21,54,James Conner,RB,43
21,55,Xavier Worthy,WR,46
21,56,D'Andre Swift,RB,52
21,57,Rome Odunze,WR,60
21,58,Garrett Wilson,WR,48
21,59,Calvin Ridley,WR,51
21,60,DeVonta Smith,WR,57
21,62,DJ Moore,WR,54
21,63,Sam LaPorta,TE,61
21,64,Baker Mayfield,QB,63
21,65,Courtland Sutton,WR,53
21,66,Rashee Rice,WR,55
21,67,Patrick Mahomes,QB,62
21,68,DK Metcalf,WR,49
21,69,David Montgomery,RB,67
21,70,Jerry Jeudy,WR,65
21,71,Tetairoa McMillan,WR,64
21,72,Travis Hunter,WR,66
21,73,T.J. Hockenson,TE,69
21,74,Isiah Pacheco,RB,70
21,75,Tony Pollard,RB,68
21,76,Tyrone Tracy Jr.,RB,81
21,77,RJ Harvey,RB,72
21,78,Matthew Golden,WR,74
21,79,Deebo Samuel Sr.,WR,79
21,81,Chris Godwin,WR,73
21,82,Brian Robinson Jr.,RB,90
21,83,Mark Andrews,TE,83
21,84,Cooper Kupp,WR,75
21,85,Travis Kelce,TE,84
21,86,Aaron Jones,RB,71
21,87,Jakobi Meyers,WR,76
21,88,Chris Olave,WR,77
22,1,Ja'Marr Chase,WR,1
22,2,Justin Jefferson,WR,3
22,3,Saquon Barkley,RB,4
22,4,Bijan Robinson,RB,2
22,6,Christian McCaffrey,RB,7
22,7,CeeDee Lamb,WR,6
22,8,Jahmyr Gibbs,RB,5
22,9,Josh Jacobs,RB,19
22,10,Bucky Irving,RB,23
22,11,Puka Nacua,WR,8
22,12,Amon-Ra St. Brown,WR,10
22,13,Malik Nabers,WR,9
22,14,Jonathan Taylor,RB,17
22,15,Derrick Henry,RB,11
22,16,Ashton Jeanty,RB,12
22,17,Josh Allen,QB,28
22,18,A.J. Brown,WR,15
22,19,Brock Bowers,TE,20
22,20,Brian Thomas Jr.,WR,14
22,21,Chase Brown,RB,32
22,22,Nico Collins,WR,13
22,23,De'Von Achane,RB,18
22,25,Trey McBride,TE,21
22,26,Drake London,WR,16
22,27,Kyren Williams,RB,22
22,28,Lamar Jackson,QB,29
22,29,Tyreek Hill,WR,25
22,30,Davante Adams,WR,26
22,31,Jayden Daniels,QB,30
22,32,Tee Higgins,WR,24
22,34,Ladd McConkey,WR,27
22,35,Chuba Hubbard,RB,41
22,36,Jalen Hurts,QB,31
22,37,Joe Burrow,QB,39
22,38,Kenneth Walker III,RB,38
22,39,Zay Flowers,WR,50
22,40,James Cook,RB,33
22,41,Mike Evans,WR,35
22,42,Omarion Hampton,RB,37
22,43,Garrett Wilson,WR,48
22,44,Jaxon Smith-Njigba,WR,36
22,45,George Kittle,TE,40
22,46,Alvin Kamara,RB,42
22,47,Calvin Ridley,WR,51
22,48,Breece Hall,RB,45
22,49,Terry McLaurin,WR,34
22,50,Rome Odunze,WR,60
22,51,D'Andre Swift,RB,52
22,53,James Conner,RB,43
22,54,Marvin Harrison Jr.,WR,47
22,55,TreVeyon Henderson,RB,44
22,56,DK Metcalf,WR,49
22,57,Xavier Worthy,WR,46
22,58,DJ Moore,WR,54
22,59,David Montgomery,RB,67
22,60,Rashee Rice,WR,55
22,62,Jameson Williams,WR,56
22,63,Jaylen Waddle,WR,59
22,64,Baker Mayfield,QB,63
22,65,Courtland Sutton,WR,53
22,66,DeVonta Smith,WR,57
22,67,Tony Pollard,RB,68
22,68,Tetairoa McMillan,WR,64
22,69,Sam LaPorta,TE,61
22,70,Patrick Mahomes,QB,62
22,71,Chris Olave,WR,77
22,72,Isiah Pacheco,RB,70
22,73,Travis Hunter,WR,66
22,74,George Pickens,WR,58
22,75,Kaleb Johnson,RB,80
22,76,Mark Andrews,TE,83
22,77,Deebo Samuel Sr.,WR,79
22,78,Jerry Jeudy,WR,65
22,79,Travis Kelce,TE,84
22,81,Chris Godwin,WR,73
22,82,David Njoku,TE,85
22,83,T.J. Hockenson,TE,69
22,84,RJ Harvey,RB,72
22,85,Aaron Jones,RB,71
22,86,Brock Purdy,QB,89
22,87,Matthew Golden,WR,74
22,88,Cooper Kupp,WR,75
23,1,Ja'Marr Chase,WR,1
23,2,Bijan Robinson,RB,2
23,3,Christian McCaffrey,RB,7
23,4,Saquon Barkley,RB,4
23,6,Ashton Jeanty,RB,12
23,7,Josh Jacobs,RB,19
23,8,Brian Thomas Jr.,WR,14
23,9,Malik Nabers,WR,9
23,10,Justin Jefferson,WR,3
23,11,CeeDee Lamb,WR,6
23,12,Nico Collins,WR,13
23,13,Amon-Ra St. Brown,WR,10
23,14,Tee Higgins,WR,24
23,15,Josh Allen,QB,28
23,16,Puka Nacua,WR,8
23,17,Jonathan Taylor,RB,17
23,18,Jayden Daniels,QB,30
23,19,De'Von Achane,RB,18
23,20,Lamar Jackson,QB,29
23,21,Jahmyr Gibbs,RB,5
23,22,Derrick Henry,RB,11
23,23,Drake London,WR,16
23,25,Ladd McConkey,WR,27
23,26,Bucky Irving,RB,23
23,27,Brock Bowers,TE,20
23,28,Jalen Hurts,QB,31
23,29,A.J. Brown,WR,15
23,30,Davante Adams,WR,26
23,31,Kyren Williams,RB,22
23,32,Chase Brown,RB,32
23,34,Terry McLaurin,WR,34
23,35,Trey McBride,TE,21
23,36,Jaxon Smith-Njigba,WR,36
23,37,James Cook,RB,33
23,38,Chuba Hubbard,RB,41
23,39,Omarion Hampton,RB,37
23,40,Joe Burrow,QB,39
23,41,Kenneth Walker III,RB,38
23,42,George Kittle,TE,40
23,43,DK Metcalf,WR,49
23,44,Garrett Wilson,WR,48
23,45,Tyreek Hill,WR,25
23,46,Mike Evans,WR,35
23,47,Calvin Ridley,WR,51
23,48,DJ Moore,WR,54
23,49,Marvin Harrison Jr.,WR,47
23,50,Courtland Sutton,WR,53
23,51,TreVeyon Henderson,RB,44
23,53,Alvin Kamara,RB,42
23,54,Zay Flowers,WR,50
23,55,Jameson Williams,WR,56
23,56,Breece Hall,RB,45
23,57,D'Andre Swift,RB,52
23,58,Travis Hunter,WR,66
23,59,DeVonta Smith,WR,57
23,60,Rome Odunze,WR,60
23,62,Tony Pollard,RB,68
23,63,Rashee Rice,WR,55
23,64,James Conner,RB,43
23,65,Aaron Jones,RB,71
23,66,Baker Mayfield,QB,63
23,67,Sam LaPorta,TE,61
23,68,T.J. Hockenson,TE,69
23,69,David Montgomery,RB,67
23,70,Jaylen Waddle,WR,59
23,71,Jakobi Meyers,WR,76
23,72,Patrick Mahomes,QB,62
23,73,Xavier Worthy,WR,46
23,74,Jordan Addison,WR,78
23,75,Isiah Pacheco,RB,70
23,76,RJ Harvey,RB,72
23,77,David Njoku,TE,85
23,78,Jerry Jeudy,WR,65
23,79,George Pickens,WR,58
23,81,Kyler Murray,QB,88
23,82,Tetairoa McMillan,WR,64
23,83,Kaleb Johnson,RB,80
23,84,Chris Olave,WR,77
23,85,Chris Godwin,WR,73
23,86,Cooper Kupp,WR,75
23,87,Javonte Williams,RB,95
23,88,Quinshon Judkins,RB,92
24,1,Nico Collins,WR,13
24,2,Bijan Robinson,RB,2
24,3,Ja'Marr Chase,WR,1
24,4,Puka Nacua,WR,8
24,6,Amon-Ra St. Brown,WR,10
24,7,Malik Nabers,WR,9
24,8,Justin Jefferson,WR,3
24,9,Jahmyr Gibbs,RB,5
24,10,Josh Jacobs,RB,19
24,11,CeeDee Lamb,WR,6
24,12,Christian McCaffrey,RB,7
24,13,Saquon Barkley,RB,4
24,14,Derrick Henry,RB,11
24,15,De'Von Achane,RB,18
24,16,Davante Adams,WR,26
24,17,Ashton Jeanty,RB,12
24,18,Jonathan Taylor,RB,17
24,19,A.J. Brown,WR,15
24,20,Drake London,WR,16
24,21,Brock Bowers,TE,20
24,22,Bucky Irving,RB,23
24,23,Jalen Hurts,QB,31
24,25,Ladd McConkey,WR,27
24,26,Brian Thomas Jr.,WR,14
24,27,Kyren Williams,RB,22
24,28,Jaxon Smith-Njigba,WR,36
24,29,Trey McBride,TE,21
24,30,Tyreek Hill,WR,25
24,31,Lamar Jackson,QB,29
24,32,Jayden Daniels,QB,30
24,34,Mike Evans,WR,35
24,35,Tee Higgins,WR,24
24,36,Breece Hall,RB,45
24,37,Josh Allen,QB,28
24,38,Chase Brown,RB,32
24,39,James Conner,RB,43
24,40,Joe Burrow,QB,39
24,41,Terry McLaurin,WR,34
24,42,George Kittle,TE,40
24,43,Zay Flowers,WR,50
24,44,Kenneth Walker III,RB,38
24,45,Rashee Rice,WR,55
24,46,D'Andre Swift,RB,52
24,47,DJ Moore,WR,54
24,48,James Cook,RB,33
24,49,Alvin Kamara,RB,42
24,50,Chuba Hubbard,RB,41
24,51,Omarion Hampton,RB,37
24,53,TreVeyon Henderson,RB,44
24,54,George Pickens,WR,58
24,55,DeVonta Smith,WR,57
24,56,Courtland Sutton,WR,53
24,57,Xavier Worthy,WR,46
24,58,Garrett Wilson,WR,48
24,59,Jaylen Waddle,WR,59
24,60,Marvin Harrison Jr.,WR,47
24,62,Rome Odunze,WR,60
24,63,Patrick Mahomes,QB,62
24,64,Jerry Jeudy,WR,65
24,65,DK Metcalf,WR,49
24,66,Calvin Ridley,WR,51
24,67,Jameson Williams,WR,56
24,68,Chris Olave,WR,77
24,69,Matthew Golden,WR,74
24,70,Sam LaPorta,TE,61
24,71,Baker Mayfield,QB,63
24,72,Tetairoa McMillan,WR,64
24,73,David Montgomery,RB,67
24,74,Jordan Addison,WR,78
24,75,Tyrone Tracy Jr.,RB,81
24,76,T.J. Hockenson,TE,69
24,77,Travis Hunter,WR,66
24,78,Isiah Pacheco,RB,70
24,79,Aaron Jones,RB,71
24,81,Cooper Kupp,WR,75
24,82,RJ Harvey,RB,72
24,83,Tony Pollard,RB,68
24,84,Chris Godwin,WR,73
24,85,Joe Mixon,RB,82
24,86,Jakobi Meyers,WR,76
24,87,Javonte Williams,RB,95
24,88,David Njoku,TE,85
25,1,Amon-Ra St. Brown,WR,10
25,2,Bijan Robinson,RB,2
25,3,Ja'Marr Chase,WR,1
25,4,Justin Jefferson,WR,3
25,6,Jahmyr Gibbs,RB,5
25,7,Puka Nacua,WR,8
25,8,CeeDee Lamb,WR,6
25,9,Saquon Barkley,RB,4
25,10,Malik Nabers,WR,9
25,11,Christian McCaffrey,RB,7
25,12,Jonathan Taylor,RB,17
25,13,Tyreek Hill,WR,25
25,14,De'Von Achane,RB,18
25,15,Derrick Henry,RB,11
25,16,Drake London,WR,16
25,17,Lamar Jackson,QB,29
25,18,Ashton Jeanty,RB,12
25,19,Josh Jacobs,RB,19
25,20,Trey McBride,TE,21
25,21,Brock Bowers,TE,20
25,22,A.J. Brown,WR,15
25,23,Nico Collins,WR,13
25,25,Mike Evans,WR,35
25,26,Kyren Williams,RB,22
25,27,Brian Thomas Jr.,WR,14
25,28,Davante Adams,WR,26
25,29,Kenneth Walker III,RB,38
25,30,Josh Allen,QB,28
25,31,Chase Brown,RB,32
25,32,Tee Higgins,WR,24
25,34,Terry McLaurin,WR,34
25,35,James Cook,RB,33
25,36,Bucky Irving,RB,23
25,37,Xavier Worthy,WR,46
25,38,Ladd McConkey,WR,27
25,39,Jalen Hurts,QB,31
25,40,Jaxon Smith-Njigba,WR,36
25,41,Omarion Hampton,RB,37
25,42,Jayden Daniels,QB,30
25,43,George Kittle,TE,40
25,44,Joe Burrow,QB,39
25,45,Chuba Hubbard,RB,41
25,46,Breece Hall,RB,45
25,47,Rashee Rice,WR,55
25,48,George Pickens,WR,58
25,49,James Conner,RB,43
25,50,Alvin Kamara,RB,42
25,51,Zay Flowers,WR,50
25,53,DK Metcalf,WR,49
25,54,D'Andre Swift,RB,52
25,55,Marvin Harrison Jr.,WR,47
25,56,TreVeyon Henderson,RB,44
25,57,Baker Mayfield,QB,63
25,58,Sam LaPorta,TE,61
25,59,Jaylen Waddle,WR,59
25,60,T.J. Hockenson,TE,69
25,62,Calvin Ridley,WR,51
25,63,Jameson Williams,WR,56
25,64,DeVonta Smith,WR,57
25,65,Courtland Sutton,WR,53
25,66,Rome Odunze,WR,60
25,67,RJ Harvey,RB,72
25,68,DJ Moore,WR,54
25,69,Jerry Jeudy,WR,65
25,70,Garrett Wilson,WR,48
25,71,David Montgomery,RB,67
25,72,Patrick Mahomes,QB,62
25,73,Joe Mixon,RB,82
25,74,Mark Andrews,TE,83
25,75,Jordan Addison,WR,78
25,76,Tetairoa McMillan,WR,64
25,77,Travis Kelce,TE,84
25,78,Travis Hunter,WR,66
25,79,Matthew Golden,WR,74
25,81,Aaron Jones,RB,71
25,82,Jakobi Meyers,WR,76
25,83,Chris Olave,WR,77
25,84,Cooper Kupp,WR,75
25,85,Kaleb Johnson,RB,80
25,86,Tony Pollard,RB,68
25,87,Brock Purdy,QB,89
25,88,Isiah Pacheco,RB,70
26,1,Bijan Robinson,RB,2
26,2,Saquon Barkley,RB,4
26,3,Ja'Marr Chase,WR,1
26,4,Justin Jefferson,WR,3
26,6,Nico Collins,WR,13
26,7,CeeDee Lamb,WR,6
26,8,Jonathan Taylor,RB,17
26,9,Jahmyr Gibbs,RB,5
26,10,Brian Thomas Jr.,WR,14
26,11,Amon-Ra St. Brown,WR,10
26,12,Malik Nabers,WR,9
26,13,Christian McCaffrey,RB,7
26,14,Drake London,WR,16
26,15,Trey McBride,TE,21
26,16,Brock Bowers,TE,20
26,17,Puka Nacua,WR,8
26,18,Derrick Henry,RB,11
26,19,De'Von Achane,RB,18
26,20,Kyren Williams,RB,22
26,21,Bucky Irving,RB,23
26,22,Lamar Jackson,QB,29
26,23,Ladd McConkey,WR,27
26,25,Jaxon Smith-Njigba,WR,36
26,26,Ashton Jeanty,RB,12
26,27,Mike Evans,WR,35
26,28,Josh Jacobs,RB,19
26,29,Tyreek Hill,WR,25
26,30,A.J. Brown,WR,15
26,31,Omarion Hampton,RB,37
26,32,Jalen Hurts,QB,31
26,34,Jayden Daniels,QB,30
26,35,Kenneth Walker III,RB,38
26,36,Davante Adams,WR,26
26,37,Tee Higgins,WR,24
26,38,Breece Hall,RB,45
26,39,James Conner,RB,43
26,40,Joe Burrow,QB,39
26,41,Calvin Ridley,WR,51
26,42,Terry McLaurin,WR,34
26,43,Josh Allen,QB,28
26,44,Marvin Harrison Jr.,WR,47
26,45,James Cook,RB,33
26,46,George Kittle,TE,40
26,47,Garrett Wilson,WR,48
26,48,Alvin Kamara,RB,42
26,49,Courtland Sutton,WR,53
26,50,Chase Brown,RB,32
26,51,D'Andre Swift,RB,52
26,53,Chuba Hubbard,RB,41
26,54,Sam LaPorta,TE,61
26,55,Rome Odunze,WR,60
26,56,Jameson Williams,WR,56
26,57,Baker Mayfield,QB,63
26,58,TreVeyon Henderson,RB,44
26,59,Xavier Worthy,WR,46
26,60,George Pickens,WR,58
26,62,Zay Flowers,WR,50
26,63,DK Metcalf,WR,49
26,64,Jaylen Waddle,WR,59
26,65,Rashee Rice,WR,55
26,66,DeVonta Smith,WR,57
26,67,DJ Moore,WR,54
26,68,David Montgomery,RB,67
26,69,Chris Olave,WR,77
26,70,Patrick Mahomes,QB,62
26,71,Tetairoa McMillan,WR,64
26,72,Travis Hunter,WR,66
26,73,T.J. Hockenson,TE,69
26,74,Joe Mixon,RB,82
26,75,Chris Godwin,WR,73
26,76,David Njoku,TE,85
26,77,Jerry Jeudy,WR,65
26,78,Tony Pollard,RB,68
26,79,Matthew Golden,WR,74
26,81,Brock Purdy,QB,89
26,82,Aaron Jones,RB,71
26,83,Jakobi Meyers,WR,76
26,84,Mark Andrews,TE,83
26,85,Isiah Pacheco,RB,70
26,86,Kyler Murray,QB,88
26,87,Tyrone Tracy Jr.,RB,81
26,88,Cooper Kupp,WR,75
27,1,Jahmyr Gibbs,RB,5
27,2,A.J. Brown,WR,15
27,3,Ja'Marr Chase,WR,1
27,4,Bijan Robinson,RB,2
27,6,Puka Nacua,WR,8
27,7,Justin Jefferson,WR,3
27,8,CeeDee Lamb,WR,6
27,9,Saquon Barkley,RB,4
27,10,Christian McCaffrey,RB,7
27,11,Malik Nabers,WR,9
27,12,Amon-Ra St. Brown,WR,10
27,13,Nico Collins,WR,13
27,14,De'Von Achane,RB,18
27,15,Derrick Henry,RB,11
27,16,Josh Jacobs,RB,19
27,17,Davante Adams,WR,26
27,18,Tee Higgins,WR,24
27,19,Brock Bowers,TE,20
27,20,Ladd McConkey,WR,27
27,21,Brian Thomas Jr.,WR,14
27,22,Jayden Daniels,QB,30
27,23,Ashton Jeanty,RB,12
27,25,Josh Allen,QB,28
27,26,Omarion Hampton,RB,37
27,27,Kyren Williams,RB,22
27,28,Jonathan Taylor,RB,17
27,29,James Cook,RB,33
27,30,Terry McLaurin,WR,34
27,31,Trey McBride,TE,21
27,32,Tyreek Hill,WR,25
27,34,Alvin Kamara,RB,42
27,35,Chuba Hubbard,RB,41
27,36,Drake London,WR,16
27,37,Jaxon Smith-Njigba,WR,36
27,38,Joe Burrow,QB,39
27,39,Jalen Hurts,QB,31
27,40,Bucky Irving,RB,23
27,41,George Kittle,TE,40
27,42,Lamar Jackson,QB,29
27,43,Zay Flowers,WR,50
27,44,Chase Brown,RB,32
27,45,Calvin Ridley,WR,51
27,46,Kenneth Walker III,RB,38
27,47,Xavier Worthy,WR,46
27,48,Mike Evans,WR,35
27,49,Garrett Wilson,WR,48
27,50,D'Andre Swift,RB,52
27,51,George Pickens,WR,58
27,53,Rashee Rice,WR,55
27,54,James Conner,RB,43
27,55,Jerry Jeudy,WR,65
27,56,Courtland Sutton,WR,53
27,57,Breece Hall,RB,45
27,58,Marvin Harrison Jr.,WR,47
27,59,Patrick Mahomes,QB,62
27,60,DK Metcalf,WR,49
27,62,Rome Odunze,WR,60
27,63,DJ Moore,WR,54
27,64,Jaylen Waddle,WR,59
27,65,TreVeyon Henderson,RB,44
27,66,David Montgomery,RB,67
27,67,Sam LaPorta,TE,61
27,68,Tony Pollard,RB,68
27,69,Jameson Williams,WR,56
27,70,T.J. Hockenson,TE,69
27,71,Kaleb Johnson,RB,80
27,72,Baker Mayfield,QB,63
27,73,Tetairoa McMillan,WR,64
27,74,Travis Hunter,WR,66
27,75,Chris Godwin,WR,73
27,76,DeVonta Smith,WR,57
27,77,Isiah Pacheco,RB,70
27,78,Mark Andrews,TE,83
27,79,RJ Harvey,RB,72
27,81,David Njoku,TE,85
27,82,Travis Kelce,TE,84
27,83,Tyrone Tracy Jr.,RB,81
27,84,Cooper Kupp,WR,75
27,85,Quinshon Judkins,RB,92
27,86,Brock Purdy,QB,89
27,87,Aaron Jones,RB,71
27,88,Chris Olave,WR,77
28,1,A.J. Brown,WR,15
28,2,Bijan Robinson,RB,2
28,3,Ja'Marr Chase,WR,1
28,4,Malik Nabers,WR,9
28,6,Justin Jefferson,WR,3
28,7,Christian McCaffrey,RB,7
28,8,Saquon Barkley,RB,4
28,9,Jahmyr Gibbs,RB,5
28,10,Ashton Jeanty,RB,12
28,11,Amon-Ra St. Brown,WR,10
28,12,Derrick Henry,RB,11
28,13,CeeDee Lamb,WR,6
28,14,Nico Collins,WR,13
28,15,Jonathan Taylor,RB,17
28,16,Puka Nacua,WR,8
28,17,Brock Bowers,TE,20
28,18,Drake London,WR,16
28,19,Brian Thomas Jr.,WR,14
28,20,Tyreek Hill,WR,25
28,21,De'Von Achane,RB,18
28,22,Davante Adams,WR,26
28,23,Bucky Irving,RB,23
28,25,Trey McBride,TE,21
28,26,Josh Jacobs,RB,19
28,27,Kyren Williams,RB,22
28,28,Omarion Hampton,RB,37
28,29,Terry McLaurin,WR,34
28,30,Ladd McConkey,WR,27
28,31,Jalen Hurts,QB,31
28,32,Alvin Kamara,RB,42
28,34,Lamar Jackson,QB,29
28,35,Josh Allen,QB,28
28,36,Jayden Daniels,QB,30
28,37,Jaxon Smith-Njigba,WR,36
28,38,Mike Evans,WR,35
28,39,James Cook,RB,33
28,40,Kenneth Walker III,RB,38
28,41,Tee Higgins,WR,24
28,42,Joe Burrow,QB,39
28,43,Chase Brown,RB,32
28,44,Chuba Hubbard,RB,41
28,45,DK Metcalf,WR,49
28,46,George Kittle,TE,40
28,47,DJ Moore,WR,54
28,48,TreVeyon Henderson,RB,44
28,49,Jameson Williams,WR,56
28,50,Breece Hall,RB,45
28,51,Marvin Harrison Jr.,WR,47
28,53,Rashee Rice,WR,55
28,54,Calvin Ridley,WR,51
28,55,James Conner,RB,43
28,56,Garrett Wilson,WR,48
28,57,Travis Hunter,WR,66
28,58,Xavier Worthy,WR,46
28,59,D'Andre Swift,RB,52
28,60,Zay Flowers,WR,50
28,62,Courtland Sutton,WR,53
28,63,George Pickens,WR,58
28,64,DeVonta Smith,WR,57
28,65,Sam LaPorta,TE,61
